KnowledgeId,ProjectId,KnowledgeType,Title,Summary,Tags,AuthorPersonId,RegisteredDate,ReuseValue
KN0223,PJ062,LessonsLearned,[生成AIによる設計レビュー支援] 現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,"生成AI,製造,用語",P035,2026-07-25,高
KN0224,PJ062,LessonsLearned,[生成AIによる設計レビュー支援] PoCから本番移行時にデータ品質要件を再定義する必要があった,PoCから本番移行時にデータ品質要件を再定義する必要があった,"データ品質,PoC,移行",P167,2026-07-05,高
KN0225,PJ062,LessonsLearned,[生成AIによる設計レビュー支援] 顧客側データオーナーの合意形成に想定の2倍の期間を要した,顧客側データオーナーの合意形成に想定の2倍の期間を要した,"ガバナンス,合意形成",P178,2026-07-20,高
KN0226,PJ063,LessonsLearned,[Fabricレイクハウス移行支援] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P054,2026-01-06,高
KN0227,PJ063,Issue,[Fabricレイクハウス移行支援] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P107,2026-01-29,中
KN0228,PJ063,Issue,[Fabricレイクハウス移行支援] 権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,"セキュリティ,Fabric,権限",P107,2026-03-01,中
KN0229,PJ064,BestPractice,[需要予測基盤の本番展開] ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,ドメインごとにワークスペースを分離しておくと、容量の管理が現実的になる,"Fabric,運用,容量",P026,2026-02-07,高
KN0230,PJ064,BestPractice,[需要予測基盤の本番展開] チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,"RAG,生成AI,設計",P001,2026-03-15,中
KN0231,PJ064,LessonsLearned,[需要予測基盤の本番展開] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P001,2026-02-20,中
KN0232,PJ065,Issue,[生成AIによる保全ナレッジ検索] レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,レイクハウスの権限設計を後追いで実施し、検証環境の再構築が発生した,"セキュリティ,Fabric,権限",P053,2026-07-30,中
KN0233,PJ065,LessonsLearned,[生成AIによる保全ナレッジ検索] 用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,"生成AI,製造,用語",P194,2026-07-18,中
KN0234,PJ066,BestPractice,[顧客データ統合基盤の構築] 全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,全社展開フェーズでは部門ごとに利用ガイドラインを分けると定着が早い,"生成AI,展開,定着",P121,2026-05-12,高
KN0235,PJ066,Issue,[顧客データ統合基盤の構築] 権限設計を後回しにした結果、検証環境を作り直すことになった,権限設計を後回しにした結果、検証環境を作り直すことになった,"セキュリティ,Fabric,権限",P116,2026-05-17,高
KN0236,PJ067,LessonsLearned,[AIOps導入による運用高度化] 現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,"生成AI,製造,用語",P190,2026-06-13,低
KN0237,PJ067,BestPractice,[AIOps導入による運用高度化] 需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,"機械学習,KPI,需要予測",P022,2026-07-12,高
KN0238,PJ067,LessonsLearned,[AIOps導入による運用高度化] PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,"データ品質,PoC,移行",P022,2026-07-10,中
KN0239,PJ067,BestPractice,[AIOps導入による運用高度化] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P022,2026-02-06,低
KN0240,PJ068,BestPractice,[生成AIによる文書点検自動化] 需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,需要予測では、何をもって成功とするかを業務側の指標で先に合意しておく,"機械学習,KPI,需要予測",P192,2026-07-25,高
KN0241,PJ068,Issue,[生成AIによる文書点検自動化] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P070,2026-07-26,中
KN0242,PJ068,BestPractice,[生成AIによる文書点検自動化] 受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,受入条件に出力評価の基準を明記しておくと、検収時の議論が短くなる,"生成AI,受入,品質",P113,2026-07-23,高
KN0243,PJ069,Issue,[経営管理データ基盤の刷新] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P189,2026-03-29,低
KN0244,PJ069,LessonsLearned,[経営管理データ基盤の刷新] 現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,現場用語の定義が曖昧なまま開発に入り、精度改善に想定外の工数がかかった,"生成AI,製造,用語",P063,2026-07-30,低
KN0245,PJ069,Issue,[経営管理データ基盤の刷新] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P200,2026-06-19,中
KN0246,PJ069,BestPractice,[経営管理データ基盤の刷新] 利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,利用ガイドラインを部門ごとに用意したほうが、現場での定着は早い,"生成AI,展開,定着",P063,2026-03-12,低
KN0247,PJ070,Issue,[販売実績ダッシュボードの統合] 基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,基幹側のインターフェース仕様書が古いままで、結合テストで問題が続出した,"基幹,IF,テスト",P033,2026-07-20,高
KN0248,PJ070,BestPractice,[販売実績ダッシュボードの統合] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P123,2026-04-09,高
KN0249,PJ070,LessonsLearned,[販売実績ダッシュボードの統合] 用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,"生成AI,製造,用語",P123,2026-05-19,低
KN0250,PJ070,BestPractice,[販売実績ダッシュボードの統合] チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,チャンク設計の妥当性を早期に検証することが、RAG案件の手戻り防止につながる,"RAG,生成AI,設計",P033,2026-06-05,高
KN0251,PJ070,Issue,[販売実績ダッシュボードの統合] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P123,2026-05-23,高
KN0252,PJ071,BestPractice,[原価管理レポートの標準化] RAG構成では前処理とチャンク設計の検証を要件定義段階で実施すると手戻りが減る,RAG構成では前処理とチャンク設計の検証を要件定義段階で実施すると手戻りが減る,"RAG,生成AI,設計",P029,2026-02-20,高
KN0253,PJ071,Issue,[原価管理レポートの標準化] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P120,2026-03-10,高
KN0254,PJ071,Issue,[原価管理レポートの標準化] IF仕様と実装の乖離に気づくのが遅れ、結合テストの工数が膨らんだ,IF仕様と実装の乖離に気づくのが遅れ、結合テストの工数が膨らんだ,"基幹,IF,テスト",P029,2026-03-08,中
KN0255,PJ071,BestPractice,[原価管理レポートの標準化] Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,Fabric導入時はドメイン単位でワークスペースを分割し、容量監視を初期から組み込む,"Fabric,運用,容量",P029,2026-06-06,中
KN0256,PJ072,BestPractice,[経営KPIの可視化基盤構築] RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,"RAG,生成AI,設計",P012,2026-07-11,低
KN0257,PJ072,BestPractice,[経営KPIの可視化基盤構築] 精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,"機械学習,KPI,需要予測",P019,2026-05-10,高
KN0258,PJ072,Issue,[経営KPIの可視化基盤構築] 既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,既存基幹システムのIF仕様が最新化されておらず、結合テストで不具合が集中した,"基幹,IF,テスト",P012,2026-07-25,低
KN0259,PJ073,LessonsLearned,[データ利活用ポリシーの策定支援] データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,データの持ち主が部門をまたいでおり、合意を取るまでに想定外の時間がかかった,"ガバナンス,合意形成",P162,2026-04-24,中
KN0260,PJ073,BestPractice,[データ利活用ポリシーの策定支援] 全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,全社共通のルールだけでは使われず、部門別の手引きを添えて定着した,"生成AI,展開,定着",P124,2026-04-09,高
KN0261,PJ073,LessonsLearned,[データ利活用ポリシーの策定支援] 略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,略語や社内用語の揺れを吸収できず、検索が期待したとおりに当たらなかった,"生成AI,製造,用語",P162,2026-06-08,低
KN0262,PJ074,BestPractice,[個人情報の取り扱い基準整備] 精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,精度だけを追うのではなく、業務KPIに接続した指標を定義してから開発に入る,"機械学習,KPI,需要予測",P186,2026-07-18,高
KN0263,PJ074,BestPractice,[個人情報の取り扱い基準整備] RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,RAG案件では、前処理方式の検証を設計より前に置くほうが結果的に早い,"RAG,生成AI,設計",P034,2026-08-01,高
KN0264,PJ074,LessonsLearned,[個人情報の取り扱い基準整備] 顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,顧客側の合意形成にかかる期間を、当初の見積りの2倍で見ておくべきだった,"ガバナンス,合意形成",P144,2026-07-17,低
KN0265,PJ074,Issue,[個人情報の取り扱い基準整備] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P186,2026-07-23,中
KN0266,PJ074,LessonsLearned,[個人情報の取り扱い基準整備] 現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,現場用語の辞書整備が後手に回り、ナレッジ検索の精度が目標に届かなかった,"生成AI,製造,用語",P186,2026-07-06,高
KN0267,PJ075,Issue,[DX推進ロードマップの策定] レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,レイクハウスのアクセス制御を後から設計したため、環境の再構築が必要になった,"セキュリティ,Fabric,権限",P181,2026-06-28,低
KN0268,PJ075,BestPractice,[DX推進ロードマップの策定] 生成AI案件では出力評価の基準表を顧客と合意し、受入条件に明記する,生成AI案件では出力評価の基準表を顧客と合意し、受入条件に明記する,"生成AI,受入,品質",P108,2026-03-09,高
KN0269,PJ075,BestPractice,[DX推進ロードマップの策定] モデルの評価指標は、業務KPIと結びつけた形で先に決めておく,モデルの評価指標は、業務KPIと結びつけた形で先に決めておく,"機械学習,KPI,需要予測",P064,2026-07-08,低
KN0270,PJ075,LessonsLearned,[DX推進ロードマップの策定] PoCから本番移行時にデータ品質要件を再定義する必要があった,PoCから本番移行時にデータ品質要件を再定義する必要があった,"データ品質,PoC,移行",P108,2026-05-10,高
KN0271,PJ075,LessonsLearned,[DX推進ロードマップの策定] 顧客側データオーナーの合意形成に想定の2倍の期間を要した,顧客側データオーナーの合意形成に想定の2倍の期間を要した,"ガバナンス,合意形成",P064,2026-07-18,低
KN0272,PJ076,Issue,[業務プロセス再設計の支援] 既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,既存システムの連携仕様が更新されておらず、テスト工程で手戻りが集中した,"基幹,IF,テスト",P036,2026-07-24,高
KN0273,PJ076,LessonsLearned,[業務プロセス再設計の支援] PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,PoCの段階では見えなかったデータ品質の問題が、本番移行時に噴出した,"データ品質,PoC,移行",P042,2026-06-10,低
KN0274,PJ076,BestPractice,[業務プロセス再設計の支援] 生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,生成AIの品質は主観に流れやすいため、評価基準を文書で握っておく,"生成AI,受入,品質",P042,2026-06-25,中
KN0275,PJ077,LessonsLearned,[生産管理システムの刷新構想策定] PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,PoCで許容していたデータ欠損が本番では通らず、要件の再定義が発生した,"データ品質,PoC,移行",P187,2026-03-31,低
KN0276,PJ077,BestPractice,[生産管理システムの刷新構想策定] ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,ワークスペースはドメイン単位で分け、容量の監視は導入初期から仕込んでおくとよい,"Fabric,運用,容量",P187,2026-01-22,高
KN0277,PJ077,LessonsLearned,[生産管理システムの刷新構想策定] 用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,用語辞書の整備を軽く見積もったため、検証フェーズで精度が伸び悩んだ,"生成AI,製造,用語",P131,2026-02-25,高
KN0278,PJ078,LessonsLearned,[販売管理システムのリプレース] データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,データオーナーとの調整が想定以上に長引き、スケジュールを圧迫した,"ガバナンス,合意形成",P055,2026-04-29,高
KN0279,PJ078,Issue,[販売管理システムのリプレース] 権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,権限まわりの設計が遅れ、検証環境をゼロから組み直す事態を招いた,"セキュリティ,Fabric,権限",P055,2026-05-26,高
